date,time,sport,channel,comp,ht,at
2025-06-12,10:30PM,Baseball,MASN 2,MLB,Baltimore Orioles,Detroit Tigers
2025-06-12,10:35PM,Baseball,MLB.TV,MLB,Baltimore Orioles,Detroit Tigers
2025-06-12,10:30PM,Baseball,TNT Sports 1,MLB,Baltimore Orioles,Detroit Tigers
2025-06-12,8:00PM,Baseball,MLB Network,MLB,Colorado Rockies,San Francisco Giants
2025-06-12,7:10PM,Baseball,MLB.TV,MLB,Colorado Rockies,San Francisco Giants
2025-06-12,8:00PM,Baseball,AFN Sports 2,MLB,Colorado Rockies,San Francisco Giants
2025-06-12,11:30PM,Baseball,FOX Sports 3 Argentina,MLB,Kansas City Royals,New York Yankees
2025-06-12,11:40PM,Baseball,MLB Network,MLB,Kansas City Royals,New York Yankees
2025-06-12,11:40PM,Baseball,MLB.TV,MLB,Kansas City Royals,New York Yankees
2025-06-12,11:30PM,Baseball,SportsNet One,MLB,Kansas City Royals,New York Yankees
2025-06-12,11:30PM,Baseball,YES,MLB,Kansas City Royals,New York Yankees
2025-06-12,10:40PM,Baseball,MLB.TV,MLB,Milwaukee Brewers,St. Louis Cardinals
2025-06-12,11:30PM,Baseball,Viaplay DK,MLB,Milwaukee Brewers,St. Louis Cardinals
2025-06-12,11:30PM,Baseball,Viaplay IS,MLB,Milwaukee Brewers,St. Louis Cardinals
2025-06-12,11:30PM,Baseball,Viaplay NO,MLB,Milwaukee Brewers,St. Louis Cardinals
2025-06-12,11:30PM,Baseball,Viaplay PL,MLB,Milwaukee Brewers,St. Louis Cardinals
2025-06-12,11:30PM,Baseball,Viaplay SE,MLB,Milwaukee Brewers,St. Louis Cardinals
2025-06-12,5:10PM,Baseball,MLB Network,MLB,Minnesota Twins,Texas Rangers
2025-06-12,5:10PM,Baseball,MLB.TV,MLB,Minnesota Twins,Texas Rangers
2025-06-12,5:00PM,Baseball,TNT Sports 3,MLB,Minnesota Twins,Texas Rangers
2025-06-12,5:00PM,Baseball,MASN,MLB,New York Mets,Washington Nationals
