date,time,sport,channel,comp,ht,at
2025-06-12,9:30AM,Aussie rules,Fox Footy,Australian AFL,St Kilda Football Club,Western Bulldogs
2025-06-12,9:30AM,Aussie rules,Fox Soccer Plus,Australian AFL,St Kilda Football Club,Western Bulldogs
2025-06-12,9:30AM,Aussie rules,Kayo Sports,Australian AFL,St Kilda Football Club,Western Bulldogs
2025-06-12,9:15AM,Aussie rules,Sky Sport 3 NZ,Australian AFL,St Kilda Football Club,Western Bulldogs
2025-06-12,9:15AM,Aussie rules,TNT Sports 1,Australian AFL,St Kilda Football Club,Western Bulldogs
2025-06-12,9:25AM,Aussie rules,ESPN South Africa,Australian AFL,St Kilda Football Club,Western Bulldogs
2025-06-13,9:40AM,Aussie rules,Fox Footy,Australian AFL,Hawthorn Football Club,Adelaide Football Club
2025-06-13,9:38AM,Aussie rules,Fox Sports 2 US,Australian AFL,Hawthorn Football Club,Adelaide Football Club
2025-06-13,9:40AM,Aussie rules,Kayo Sports,Australian AFL,Hawthorn Football Club,Adelaide Football Club
2025-06-13,9:30AM,Aussie rules,Sky Sport 4 NZ,Australian AFL,Hawthorn Football Club,Adelaide Football Club
2025-06-13,9:35AM,Aussie rules,Sport1+,Australian AFL,Hawthorn Football Club,Adelaide Football Club
2025-06-13,9:30AM,Aussie rules,TNT Sports 1,Australian AFL,Hawthorn Football Club,Adelaide Football Club
2025-06-13,9:35AM,Aussie rules,ESPN South Africa,Australian AFL,Hawthorn Football Club,Adelaide Football Club
2025-06-14,3:20AM,Aussie rules,Fox Footy,Australian AFL,Brisbane Lions,Greater Western Sydney Giants
2025-06-14,3:00AM,Aussie rules,Fox Sports 2 US,Australian AFL,Brisbane Lions,Greater Western Sydney Giants
2025-06-14,3:20AM,Aussie rules,Kayo Sports,Australian AFL,Brisbane Lions,Greater Western Sydney Giants
2025-06-14,3:15AM,Aussie rules,Sky Sport 7 NZ,Australian AFL,Brisbane Lions,Greater Western Sydney Giants
2025-06-14,3:00AM,Aussie rules,TNT Sports 1,Australian AFL,Brisbane Lions,Greater Western Sydney Giants
2025-06-14,6:15AM,Aussie rules,Fox Footy,Australian AFL,Essendon Football Club,Geelong Football Club
2025-06-14,6:00AM,Aussie rules,Fox Sports 2 US,Australian AFL,Essendon Football Club,Geelong Football Club
2025-06-14,6:15AM,Aussie rules,Kayo Sports,Australian AFL,Essendon Football Club,Geelong Football Club
2025-06-14,6:00AM,Aussie rules,TSN 2,Australian AFL,Essendon Football Club,Geelong Football Club
2025-06-14,6:00AM,Aussie rules,TNT Sports 1,Australian AFL,Essendon Football Club,Geelong Football Club
2025-06-14,6:10AM,Aussie rules,ESPN South Africa,Australian AFL,Essendon Football Club,Geelong Football Club
2025-06-14,9:35AM,Aussie rules,Fox Footy,Australian AFL,North Melbourne Football Club,Fremantle Football Club
2025-06-14,9:30AM,Aussie rules,Fox Soccer Plus,Australian AFL,North Melbourne Football Club,Fremantle Football Club
2025-06-14,9:35AM,Aussie rules,Kayo Sports,Australian AFL,North Melbourne Football Club,Fremantle Football Club
2025-06-14,9:30AM,Aussie rules,Sky Sport 6 NZ,Australian AFL,North Melbourne Football Club,Fremantle Football Club
2025-06-14,9:30AM,Aussie rules,TSN 2,Australian AFL,North Melbourne Football Club,Fremantle Football Club
2025-06-15,5:20AM,Aussie rules,Fox Footy,Australian AFL,Port Adelaide Football Club,Melbourne Football Club
2025-06-15,5:06AM,Aussie rules,Fox Sports 2 US,Australian AFL,Port Adelaide Football Club,Melbourne Football Club
2025-06-15,5:20AM,Aussie rules,Kayo Sports,Australian AFL,Port Adelaide Football Club,Melbourne Football Club
2025-06-15,5:15AM,Aussie rules,Sky Sport 5 NZ,Australian AFL,Port Adelaide Football Club,Melbourne Football Club
2025-06-15,8:10AM,Aussie rules,Fox Footy,Australian AFL,West Coast Eagles,Carlton Football Club
2025-06-15,8:00AM,Aussie rules,Fox Soccer Plus,Australian AFL,West Coast Eagles,Carlton Football Club
2025-06-15,8:10AM,Aussie rules,Kayo Sports,Australian AFL,West Coast Eagles,Carlton Football Club
2025-06-15,8:05AM,Aussie rules,Sky Sport 5 NZ,Australian AFL,West Coast Eagles,Carlton Football Club
2025-06-15,8:05AM,Aussie rules,Sport1+,Australian AFL,West Coast Eagles,Carlton Football Club
2025-06-15,8:00AM,Aussie rules,TNT Sports 1,Australian AFL,West Coast Eagles,Carlton Football Club
2025-06-15,8:05AM,Aussie rules,ESPN South Africa,Australian AFL,West Coast Eagles,Carlton Football Club
2025-06-19,10:10AM,Aussie rules,Kayo Sports,Australian AFL,Fremantle Football Club,Essendon Football Club
2025-06-19,10:05AM,Aussie rules,ESPN South Africa,Australian AFL,Fremantle Football Club,Essendon Football Club
2025-06-20,9:40AM,Aussie rules,Kayo Sports,Australian AFL,Geelong Football Club,Brisbane Lions
2025-06-20,9:35AM,Aussie rules,ESPN South Africa,Australian AFL,Geelong Football Club,Brisbane Lions
2025-06-21,9:30AM,Aussie rules,Sky Sport Select NZ,Australian AFL,Collingwood Football Club,St Kilda Football Club
2025-06-21,6:00AM,Aussie rules,Sky Sport Select NZ,Australian AFL,Port Adelaide Football Club,Sydney Swans
2025-06-21,6:10AM,Aussie rules,ESPN South Africa,Australian AFL,Port Adelaide Football Club,Sydney Swans
2025-06-22,5:15AM,Aussie rules,Sky Sport 6 NZ,Australian AFL,Western Bulldogs,Richmond Football Club
2025-06-22,5:15AM,Aussie rules,ESPN South Africa,Australian AFL,Western Bulldogs,Richmond Football Club
