date,time,sport,channel,comp,ht,at
2025-06-13,11:05PM,Football,Fanatiz INT,Bolivian Primera División,Nacional Potosí,Universitario de Vinto
2025-06-13,7:00PM,Football,FuboTV,Chile Primera Division,Montevideo City Torque,Progreso
2025-06-13,7:00PM,Football,Gol TV USA,Chile Primera Division,Montevideo City Torque,Progreso
2025-06-13,7:00PM,Football,Star+ North America,Chile Primera Division,Montevideo City Torque,Progreso
2025-06-13,9:15PM,Football,FuboTV,Chile Primera Division,Plaza Colonia,Cerro
2025-06-13,9:00PM,Football,Gol TV USA,Chile Primera Division,Plaza Colonia,Cerro
2025-06-13,9:15PM,Football,Star+ North America,Chile Primera Division,Plaza Colonia,Cerro
2025-06-13,8:00PM,Football,Fanatiz INT,Chile Primera Division,Universidad Técnica de Cajamarca,Atlético Grau
2025-06-13,7:00PM,Football,FuboTV,Paraguayan Primera Division,Montevideo City Torque,Progreso
2025-06-13,7:00PM,Football,Gol TV USA,Paraguayan Primera Division,Montevideo City Torque,Progreso
2025-06-13,7:00PM,Football,Star+ North America,Paraguayan Primera Division,Montevideo City Torque,Progreso
2025-06-13,9:15PM,Football,FuboTV,Paraguayan Primera Division,Plaza Colonia,Cerro
2025-06-13,9:00PM,Football,Gol TV USA,Paraguayan Primera Division,Plaza Colonia,Cerro
2025-06-13,9:15PM,Football,Star+ North America,Paraguayan Primera Division,Plaza Colonia,Cerro
2025-06-13,8:00PM,Football,Fanatiz INT,Paraguayan Primera Division,Universidad Técnica de Cajamarca,Atlético Grau
2025-06-13,7:00PM,Football,FuboTV,Peruvian Primera Division,Montevideo City Torque,Progreso
2025-06-13,7:00PM,Football,Gol TV USA,Peruvian Primera Division,Montevideo City Torque,Progreso
2025-06-13,7:00PM,Football,Star+ North America,Peruvian Primera Division,Montevideo City Torque,Progreso
2025-06-13,9:15PM,Football,FuboTV,Peruvian Primera Division,Plaza Colonia,Cerro
2025-06-13,9:00PM,Football,Gol TV USA,Peruvian Primera Division,Plaza Colonia,Cerro
2025-06-13,9:15PM,Football,Star+ North America,Peruvian Primera Division,Plaza Colonia,Cerro
2025-06-13,8:00PM,Football,Fanatiz INT,Peruvian Primera Division,Universidad Técnica de Cajamarca,Atlético Grau
2025-06-13,7:00PM,Football,FuboTV,Uruguayan Primera Division,Montevideo City Torque,Progreso
2025-06-13,7:00PM,Football,Gol TV USA,Uruguayan Primera Division,Montevideo City Torque,Progreso
2025-06-13,7:00PM,Football,Star+ North America,Uruguayan Primera Division,Montevideo City Torque,Progreso
2025-06-13,9:15PM,Football,FuboTV,Uruguayan Primera Division,Plaza Colonia,Cerro
2025-06-13,9:00PM,Football,Gol TV USA,Uruguayan Primera Division,Plaza Colonia,Cerro
2025-06-13,9:15PM,Football,Star+ North America,Uruguayan Primera Division,Plaza Colonia,Cerro
2025-06-13,8:00PM,Football,Fanatiz INT,Uruguayan Primera Division,Universidad Técnica de Cajamarca,Atlético Grau
2025-06-13,7:00PM,Football,FuboTV,Venezuela Primera Division,Montevideo City Torque,Progreso
2025-06-13,7:00PM,Football,Gol TV USA,Venezuela Primera Division,Montevideo City Torque,Progreso
2025-06-13,7:00PM,Football,Star+ North America,Venezuela Primera Division,Montevideo City Torque,Progreso
2025-06-13,9:15PM,Football,FuboTV,Venezuela Primera Division,Plaza Colonia,Cerro
2025-06-13,9:00PM,Football,Gol TV USA,Venezuela Primera Division,Plaza Colonia,Cerro
2025-06-13,9:15PM,Football,Star+ North America,Venezuela Primera Division,Plaza Colonia,Cerro
2025-06-13,8:00PM,Football,Fanatiz INT,Venezuela Primera Division,Universidad Técnica de Cajamarca,Atlético Grau
2025-06-14,6:50PM,Football,ESPN Brasil,Brazilian Serie B,CRB,Goias
2025-06-14,12:25AM,Football,ESPN Brasil,Brazilian Serie B,Paysandu,Botafogo SP
2025-06-14,5:30PM,Football,FuboTV,Chile Primera Division,Boston River,Danubio
2025-06-14,5:30PM,Football,Star+ North America,Chile Primera Division,Boston River,Danubio
2025-06-14,12:00AM,Football,Fanatiz INT,Chile Primera Division,Cusco FC,Cienciano
2025-06-14,6:15PM,Football,Fanatiz INT,Chile Primera Division,Melgar,Sport Boys Association
2025-06-14,8:30PM,Football,FuboTV,Chile Primera Division,Racing Montevideo,Nacional Montevideo
2025-06-14,8:30PM,Football,Star+ North America,Chile Primera Division,Racing Montevideo,Nacional Montevideo
2025-06-14,5:30PM,Football,FuboTV,Paraguayan Primera Division,Boston River,Danubio
2025-06-14,5:30PM,Football,Star+ North America,Paraguayan Primera Division,Boston River,Danubio
2025-06-14,12:00AM,Football,Fanatiz INT,Paraguayan Primera Division,Cusco FC,Cienciano
2025-06-14,6:15PM,Football,Fanatiz INT,Paraguayan Primera Division,Melgar,Sport Boys Association
2025-06-14,8:30PM,Football,FuboTV,Paraguayan Primera Division,Racing Montevideo,Nacional Montevideo
2025-06-14,8:30PM,Football,Star+ North America,Paraguayan Primera Division,Racing Montevideo,Nacional Montevideo
2025-06-14,5:30PM,Football,FuboTV,Peruvian Primera Division,Boston River,Danubio
2025-06-14,5:30PM,Football,Star+ North America,Peruvian Primera Division,Boston River,Danubio
2025-06-14,12:00AM,Football,Fanatiz INT,Peruvian Primera Division,Cusco FC,Cienciano
2025-06-14,6:15PM,Football,Fanatiz INT,Peruvian Primera Division,Melgar,Sport Boys Association
2025-06-14,8:30PM,Football,FuboTV,Peruvian Primera Division,Racing Montevideo,Nacional Montevideo
2025-06-14,8:30PM,Football,Star+ North America,Peruvian Primera Division,Racing Montevideo,Nacional Montevideo
2025-06-14,5:30PM,Football,FuboTV,Uruguayan Primera Division,Boston River,Danubio
2025-06-14,5:30PM,Football,Star+ North America,Uruguayan Primera Division,Boston River,Danubio
2025-06-14,12:00AM,Football,Fanatiz INT,Uruguayan Primera Division,Cusco FC,Cienciano
2025-06-14,6:15PM,Football,Fanatiz INT,Uruguayan Primera Division,Melgar,Sport Boys Association
2025-06-14,8:30PM,Football,FuboTV,Uruguayan Primera Division,Racing Montevideo,Nacional Montevideo
2025-06-14,8:30PM,Football,Star+ North America,Uruguayan Primera Division,Racing Montevideo,Nacional Montevideo
2025-06-14,5:30PM,Football,FuboTV,Venezuela Primera Division,Boston River,Danubio
2025-06-14,5:30PM,Football,Star+ North America,Venezuela Primera Division,Boston River,Danubio
2025-06-14,12:00AM,Football,Fanatiz INT,Venezuela Primera Division,Cusco FC,Cienciano
2025-06-14,6:15PM,Football,Fanatiz INT,Venezuela Primera Division,Melgar,Sport Boys Association
2025-06-14,8:30PM,Football,FuboTV,Venezuela Primera Division,Racing Montevideo,Nacional Montevideo
2025-06-14,8:30PM,Football,Star+ North America,Venezuela Primera Division,Racing Montevideo,Nacional Montevideo
2025-06-15,19:00,Football,televen,Brazilian Serie B,Atletico GO,Coritiba
2025-06-15,6:10PM,Football,DAZN 1 France,Brazilian Serie B,Atletico GO,Coritiba
2025-06-15,7:00PM,Football,FPT TV VNM,Brazilian Serie B,Atletico GO,Coritiba
2025-06-15,7:00PM,Football,Pro TV Romania,Brazilian Serie B,Atletico GO,Coritiba
2025-06-15,7:00PM,Football,VOYO,Brazilian Serie B,Atletico GO,Coritiba
2025-06-15,6:50PM,Football,ESPN Brasil,Brazilian Serie B,Novorizontino,Cuiaba
2025-06-15,1:00AM,Football,Fanatiz INT,Chile Primera Division,Alianza Lima,Sport Huancayo
2025-06-15,8:00PM,Football,Fox Deportes,Chile Primera Division,Ayacucho FC,Universitario
2025-06-15,8:00PM,Football,Fanatiz INT,Chile Primera Division,Ayacucho FC,Universitario
2025-06-15,4:00PM,Football,Fanatiz INT,Chile Primera Division,Sporting Cristal,Deportivo Garcilaso
2025-06-15,11:15PM,Football,RCN Nuestra Tele,Colombia Categoría Primera A,Independiente Medellín,Deportes Tolima
2025-06-15,11:15PM,Football,Win Sports CO,Colombia Categoría Primera A,Independiente Medellín,Deportes Tolima
2025-06-15,1:00AM,Football,Fanatiz INT,Paraguayan Primera Division,Alianza Lima,Sport Huancayo
2025-06-15,8:00PM,Football,Fox Deportes,Paraguayan Primera Division,Ayacucho FC,Universitario
2025-06-15,8:00PM,Football,Fanatiz INT,Paraguayan Primera Division,Ayacucho FC,Universitario
2025-06-15,4:00PM,Football,Fanatiz INT,Paraguayan Primera Division,Sporting Cristal,Deportivo Garcilaso
2025-06-15,1:00AM,Football,Fanatiz INT,Peruvian Primera Division,Alianza Lima,Sport Huancayo
2025-06-15,8:00PM,Football,Fox Deportes,Peruvian Primera Division,Ayacucho FC,Universitario
2025-06-15,8:00PM,Football,Fanatiz INT,Peruvian Primera Division,Ayacucho FC,Universitario
2025-06-15,4:00PM,Football,Fanatiz INT,Peruvian Primera Division,Sporting Cristal,Deportivo Garcilaso
2025-06-15,1:00AM,Football,Fanatiz INT,Uruguayan Primera Division,Alianza Lima,Sport Huancayo
2025-06-15,8:00PM,Football,Fox Deportes,Uruguayan Primera Division,Ayacucho FC,Universitario
2025-06-15,8:00PM,Football,Fanatiz INT,Uruguayan Primera Division,Ayacucho FC,Universitario
2025-06-15,4:00PM,Football,Fanatiz INT,Uruguayan Primera Division,Sporting Cristal,Deportivo Garcilaso
2025-06-15,1:00AM,Football,Fanatiz INT,Venezuela Primera Division,Alianza Lima,Sport Huancayo
2025-06-15,8:00PM,Football,Fox Deportes,Venezuela Primera Division,Ayacucho FC,Universitario
2025-06-15,8:00PM,Football,Fanatiz INT,Venezuela Primera Division,Ayacucho FC,Universitario
2025-06-15,4:00PM,Football,Fanatiz INT,Venezuela Primera Division,Sporting Cristal,Deportivo Garcilaso
2025-06-16,1:20AM,Football,RCN Nuestra Tele,Colombia Categoría Primera A,Atlético Junior,América de Cali
2025-06-17,12:00AM,Football,Win Sports CO,Colombia Categoría Primera A,Atlético Nacional,Millonarios
2025-06-17,12:00AM,Football,Win Sports CO,Colombia Categoría Primera A,Atlético Nacional,Millonarios F.C.
2025-06-19,12:00AM,Football,Fox Deportes,Chile Primera Division,Comerciantes Unidos,Alianza Lima
2025-06-19,12:00AM,Football,Fanatiz INT,Chile Primera Division,Comerciantes Unidos,Alianza Lima
2025-06-19,12:00AM,Football,Fox Deportes,Paraguayan Primera Division,Comerciantes Unidos,Alianza Lima
2025-06-19,12:00AM,Football,Fanatiz INT,Paraguayan Primera Division,Comerciantes Unidos,Alianza Lima
2025-06-19,12:00AM,Football,Fox Deportes,Peruvian Primera Division,Comerciantes Unidos,Alianza Lima
2025-06-19,12:00AM,Football,Fanatiz INT,Peruvian Primera Division,Comerciantes Unidos,Alianza Lima
2025-06-19,12:00AM,Football,Fox Deportes,Uruguayan Primera Division,Comerciantes Unidos,Alianza Lima
2025-06-19,12:00AM,Football,Fanatiz INT,Uruguayan Primera Division,Comerciantes Unidos,Alianza Lima
2025-06-19,12:00AM,Football,Fox Deportes,Venezuela Primera Division,Comerciantes Unidos,Alianza Lima
2025-06-19,12:00AM,Football,Fanatiz INT,Venezuela Primera Division,Comerciantes Unidos,Alianza Lima
