date,time,sport,channel,comp,ht,at
2025-06-14,2:00PM,Rugby Union,ITVX,English Premiership Rugby,Bath Rugby,Leicester Tigers
2025-06-14,2:00PM,Rugby Union,ITV,English Premiership Rugby,Bath Rugby,Leicester Tigers
2025-06-14,1:50PM,Rugby Union,Movistar Deportes,English Premiership Rugby,Bath Rugby,Leicester Tigers
2025-06-14,1:55PM,Rugby Union,Nova Sport 1 CZ,English Premiership Rugby,Bath Rugby,Leicester Tigers
2025-06-14,2:00PM,Rugby Union,Sportsnet World,English Premiership Rugby,Bath Rugby,Leicester Tigers
2025-06-14,1:52PM,Rugby Union,Stan Sport AU,English Premiership Rugby,Bath Rugby,Leicester Tigers
2025-06-14,1:55PM,Rugby Union,SuperSport Variety 2,English Premiership Rugby,Bath Rugby,Leicester Tigers
2025-06-14,1:30PM,Rugby Union,UTV NI,English Premiership Rugby,Bath Rugby,Leicester Tigers
2025-06-14,2:00PM,Rugby Union,BeIn Sports HD 1 France,English Premiership Rugby,Bath Rugby,Leicester Tigers
2025-06-14,12:30PM,Rugby Union,TNT Sports 1,English Premiership Rugby,Bath Rugby,Leicester Tigers
2025-06-14,12:30PM,Rugby Union,TNT Sports Ultimate,English Premiership Rugby,Bath Rugby,Leicester Tigers
2025-06-14,1:50PM,Rugby Union,ESPN Extra Argentina,English Premiership Rugby,Bath Rugby,Leicester Tigers
2025-06-14,7:00PM,Rugby Union,Movistar Deportes 2,French Top 14,RC Toulonnais,Castres Olympique
2025-06-14,7:05PM,Rugby Union,MultiSports 3 FR,French Top 14,RC Toulonnais,Castres Olympique
2025-06-14,7:00PM,Rugby Union,Premier Sports 2 IE,French Top 14,RC Toulonnais,Castres Olympique
2025-06-14,7:00PM,Rugby Union,Viaplay Sports 2 UK,French Top 14,RC Toulonnais,Castres Olympique
2025-06-14,6:57PM,Rugby Union,Bein Sports 3 Australia,French Top 14,RC Toulonnais,Castres Olympique
2025-06-14,7:05PM,Rugby Union,Canal + France,French Top 14,RC Toulonnais,Castres Olympique
2025-06-14,4:00PM,Rugby Union,MultiSports 3 FR,French Top 14,USA Perpignan,FC Grenoble
2025-06-14,3:52PM,Rugby Union,Bein Sports 3 Australia,French Top 14,USA Perpignan,FC Grenoble
2025-06-14,4:00PM,Rugby Union,Canal + France,French Top 14,USA Perpignan,FC Grenoble
2025-06-14,4:00PM,Rugby Union,Sky Sport Arena,United Rugby Championship,Leinster,Blue Bulls
2025-06-14,4:00PM,Rugby Union,Sky Sport Arena,United Rugby Championship,Leinster,Bulls Super Rugby
2025-06-14,4:00PM,Rugby Union,Sportsnet World,United Rugby Championship,Leinster,Blue Bulls
2025-06-14,4:00PM,Rugby Union,Sportsnet World,United Rugby Championship,Leinster,Bulls Super Rugby
2025-06-14,3:55PM,Rugby Union,SuperSport Rugby,United Rugby Championship,Leinster,Blue Bulls
2025-06-14,3:55PM,Rugby Union,SuperSport Rugby,United Rugby Championship,Leinster,Bulls Super Rugby
2025-06-14,3:55PM,Rugby Union,Viaplay DK,United Rugby Championship,Leinster,Blue Bulls
2025-06-14,3:55PM,Rugby Union,Viaplay DK,United Rugby Championship,Leinster,Bulls Super Rugby
2025-06-14,3:55PM,Rugby Union,Viaplay IS,United Rugby Championship,Leinster,Blue Bulls
2025-06-14,3:55PM,Rugby Union,Viaplay IS,United Rugby Championship,Leinster,Bulls Super Rugby
2025-06-14,3:55PM,Rugby Union,Viaplay NL,United Rugby Championship,Leinster,Blue Bulls
2025-06-14,3:55PM,Rugby Union,Viaplay NL,United Rugby Championship,Leinster,Bulls Super Rugby
2025-06-14,3:55PM,Rugby Union,Viaplay NO,United Rugby Championship,Leinster,Blue Bulls
2025-06-14,3:55PM,Rugby Union,Viaplay NO,United Rugby Championship,Leinster,Bulls Super Rugby
2025-06-14,3:55PM,Rugby Union,Viaplay PL,United Rugby Championship,Leinster,Blue Bulls
2025-06-14,3:55PM,Rugby Union,Viaplay PL,United Rugby Championship,Leinster,Bulls Super Rugby
2025-06-14,3:55PM,Rugby Union,Viaplay SE,United Rugby Championship,Leinster,Blue Bulls
2025-06-14,3:55PM,Rugby Union,Viaplay SE,United Rugby Championship,Leinster,Bulls Super Rugby
2025-06-14,4:00PM,Rugby Union,Premier Sports 1 IE,United Rugby Championship,Leinster,Blue Bulls
2025-06-14,4:00PM,Rugby Union,Premier Sports 1 IE,United Rugby Championship,Leinster,Bulls Super Rugby
2025-06-14,4:00PM,Rugby Union,Viaplay Sports 1 UK,United Rugby Championship,Leinster,Blue Bulls
2025-06-14,4:00PM,Rugby Union,Viaplay Sports 1 UK,United Rugby Championship,Leinster,Bulls Super Rugby
2025-06-14,4:00PM,Rugby Union,Premier Sports 2 IE,United Rugby Championship,Leinster,Blue Bulls
2025-06-14,4:00PM,Rugby Union,Premier Sports 2 IE,United Rugby Championship,Leinster,Bulls Super Rugby
2025-06-14,4:00PM,Rugby Union,Viaplay Sports 2 UK,United Rugby Championship,Leinster,Blue Bulls
2025-06-14,4:00PM,Rugby Union,Viaplay Sports 2 UK,United Rugby Championship,Leinster,Bulls Super Rugby
2025-06-20,6:55PM,Rugby Union,Nova Sport 1 CZ,British and Irish Lions Tours,British and Irish Lions,Argentina Rugby
2025-06-20,6:30PM,Rugby Union,Sky Sport 1 NZ,British and Irish Lions Tours,British and Irish Lions,Argentina Rugby
2025-06-20,7:00PM,Rugby Union,Sky Sports Action,British and Irish Lions Tours,British and Irish Lions,Argentina Rugby
2025-06-20,7:00PM,Rugby Union,Sky Sports Main Event,British and Irish Lions Tours,British and Irish Lions,Argentina Rugby
2025-06-20,6:50PM,Rugby Union,Stan Sport AU,British and Irish Lions Tours,British and Irish Lions,Argentina Rugby
2025-06-20,6:50PM,Rugby Union,SuperSport Rugby,British and Irish Lions Tours,British and Irish Lions,Argentina Rugby
2025-06-20,6:50PM,Rugby Union,Ziggo Sport 3,British and Irish Lions Tours,British and Irish Lions,Argentina Rugby
