date,time,sport,channel,comp,ht,at
2025-06-15,9:00AM,Cricket,Sky Sport 2 NZ,International Test Match Series,Australia Cricket,South Africa Cricket
2025-06-15,9:20AM,Cricket,SuperSport Cricket,International Test Match Series,Australia Cricket,South Africa Cricket
2025-06-15,9:20AM,Cricket,SuperSport Grandstand,International Test Match Series,Australia Cricket,South Africa Cricket
2025-06-15,1:45PM,Cricket,SuperSport Variety 2,Twenty20 International Series,Ireland Cricket,West Indies Cricket
2025-06-15,1:45PM,Cricket,TNT Sports 1,Twenty20 International Series,Ireland Cricket,West Indies Cricket
2025-06-17,5:45PM,Cricket,FOX Cricket,English t20 Blast,Hampshire t20,Surrey t20
2025-06-17,6:00PM,Cricket,Sky Sports Cricket,English t20 Blast,Hampshire t20,Surrey t20
2025-06-17,6:00PM,Cricket,Sky Sports Main Event,English t20 Blast,Hampshire t20,Surrey t20
2025-06-17,5:55PM,Cricket,SuperSport Variety 2,English t20 Blast,Hampshire t20,Surrey t20
2025-06-17,4:20AM,Cricket,SuperSport Cricket,International Test Match Series,Sri Lanka Cricket,Bangladesh Cricket
2025-06-17,4:20AM,Cricket,SuperSport Grandstand,International Test Match Series,Sri Lanka Cricket,Bangladesh Cricket
2025-06-17,4:15AM,Cricket,TNT Sports 1,International Test Match Series,Sri Lanka Cricket,Bangladesh Cricket
2025-06-18,5:25PM,Cricket,FOX Cricket,English t20 Blast,Kent Spitfires,Gloucestershire t20
2025-06-18,5:30PM,Cricket,Sky Sports Cricket,English t20 Blast,Kent Spitfires,Gloucestershire t20
2025-06-18,5:30PM,Cricket,Sky Sports Main Event,English t20 Blast,Kent Spitfires,Gloucestershire t20
2025-06-18,5:25PM,Cricket,SuperSport Cricket,English t20 Blast,Kent Spitfires,Gloucestershire t20
2025-06-18,6:00PM,Cricket,SuperSport Grandstand,English t20 Blast,Kent Spitfires,Gloucestershire t20
2025-06-19,1:25PM,Cricket,FOX Cricket,English t20 Blast,Derbyshire Falcons,Lancashire Lightning
2025-06-19,1:25PM,Cricket,SuperSport Cricket,English t20 Blast,Derbyshire Falcons,Lancashire Lightning
2025-06-19,5:25PM,Cricket,FOX Cricket,English t20 Blast,Leicestershire Foxes,Notts Outlaws
2025-06-19,5:30PM,Cricket,Sky Sports Cricket,English t20 Blast,Leicestershire Foxes,Notts Outlaws
2025-06-19,5:25PM,Cricket,SuperSport Cricket,English t20 Blast,Leicestershire Foxes,Notts Outlaws
2025-06-19,1:00AM,Cricket,Root Sports Northwest,Major League Cricket,MI New York,Seattle Orcas
2025-06-20,5:30PM,Cricket,FOX Cricket,English t20 Blast,Surrey t20,Middlesex t20
2025-06-20,5:45PM,Cricket,Sky Sports Cricket,English t20 Blast,Surrey t20,Middlesex t20
2025-06-20,10:00AM,Cricket,FOX Cricket,International Test Match Series,England Cricket,India Cricket
2025-06-20,10:00AM,Cricket,Sky Sports Cricket,International Test Match Series,England Cricket,India Cricket
2025-06-20,10:00AM,Cricket,Sky Sports Main Event,International Test Match Series,England Cricket,India Cricket
2025-06-20,9:50AM,Cricket,SuperSport Cricket,International Test Match Series,England Cricket,India Cricket
2025-06-21,4:15AM,Cricket,TNT Sports 3,International Test Match Series,Sri Lanka Cricket,Bangladesh Cricket
2025-06-25,1:00PM,Cricket,ESPN New Zealand,International Test Match Series,West Indies Cricket,Australia Cricket
2025-06-25,1:50PM,Cricket,SuperSport Cricket,International Test Match Series,West Indies Cricket,Australia Cricket
