date,time,sport,channel,comp,ht,at
2025-06-14,9:00PM,Football,Optus Sport,American NWSL,Chicago Stars,Seattle Reign
2025-06-14,9:00PM,Football,TNT Sports 1,American NWSL,Chicago Stars,Seattle Reign
2025-06-14,8:55PM,Football,ESPN 4 Netherlands,American NWSL,Chicago Stars,Seattle Reign
2025-06-14,11:30PM,Football,Optus Sport,American NWSL,Kansas City Current,Racing Louisville
2025-06-14,12:50PM,Football,Viaplay DK,Sweden Damallsvenskan,Kristianstad Women,Brommapojkarna Women
2025-06-14,12:50PM,Football,Viaplay IS,Sweden Damallsvenskan,Kristianstad Women,Brommapojkarna Women
2025-06-14,12:50PM,Football,Viaplay NL,Sweden Damallsvenskan,Kristianstad Women,Brommapojkarna Women
2025-06-14,12:50PM,Football,Viaplay NO,Sweden Damallsvenskan,Kristianstad Women,Brommapojkarna Women
2025-06-14,12:50PM,Football,Viaplay PL,Sweden Damallsvenskan,Kristianstad Women,Brommapojkarna Women
2025-06-14,12:50PM,Football,Viaplay SE,Sweden Damallsvenskan,Kristianstad Women,Brommapojkarna Women
2025-06-14,12:50PM,Football,Viaplay DK,Sweden Damallsvenskan,Linköping Women,Rosengård Women
2025-06-14,12:50PM,Football,Viaplay IS,Sweden Damallsvenskan,Linköping Women,Rosengård Women
2025-06-14,12:50PM,Football,Viaplay NL,Sweden Damallsvenskan,Linköping Women,Rosengård Women
2025-06-14,12:50PM,Football,Viaplay NO,Sweden Damallsvenskan,Linköping Women,Rosengård Women
2025-06-14,12:50PM,Football,Viaplay PL,Sweden Damallsvenskan,Linköping Women,Rosengård Women
2025-06-14,12:50PM,Football,Viaplay SE,Sweden Damallsvenskan,Linköping Women,Rosengård Women
2025-06-14,12:50PM,Football,Viaplay DK,Sweden Damallsvenskan,Växjö,Norrköping Women
2025-06-14,12:50PM,Football,Viaplay IS,Sweden Damallsvenskan,Växjö,Norrköping Women
2025-06-14,12:50PM,Football,Viaplay NL,Sweden Damallsvenskan,Växjö,Norrköping Women
2025-06-14,12:50PM,Football,Viaplay NO,Sweden Damallsvenskan,Växjö,Norrköping Women
2025-06-14,12:50PM,Football,Viaplay PL,Sweden Damallsvenskan,Växjö,Norrköping Women
2025-06-14,12:50PM,Football,Viaplay SE,Sweden Damallsvenskan,Växjö,Norrköping Women
2025-06-15,2:00AM,Football,Optus Sport,American NWSL,Angel City,North Carolina Courage
2025-06-15,8:00PM,Football,FuboTV,American NWSL,Portland Thorns,Washington Spirit
2025-06-15,8:00PM,Football,Optus Sport,American NWSL,Portland Thorns,Washington Spirit
2025-06-15,8:00PM,Football,Paramount+ US,American NWSL,Portland Thorns,Washington Spirit
2025-06-15,8:00PM,Football,TNT Sports 1,American NWSL,Portland Thorns,Washington Spirit
2025-06-15,8:00PM,Football,CBS,American NWSL,Portland Thorns,Washington Spirit
2025-06-15,7:50PM,Football,ESPN 3 Netherlands,American NWSL,Portland Thorns,Washington Spirit
2025-06-16,5:00PM,Football,TV 6 Sverige,Sweden Damallsvenskan,Hammarby Women,Djurgården Women
2025-06-21,12:00AM,Football,Optus Sport,American NWSL,Kansas City Current,Angel City
2025-06-21,12:00AM,Football,Amazon Prime Video US,American NWSL,Kansas City Current,Angel City
2025-06-21,9:00PM,Football,Paramount+ US,American NWSL,Utah Royals,Seattle Reign
2025-06-21,8:50PM,Football,ESPN 3 Netherlands,American NWSL,Utah Royals,Seattle Reign
2025-06-26,4:00PM,Football,RTS Sport,International Friendlies Women,Switzerland Women,Czech Republic Women
