date,time,sport,channel,comp,ht,at
2025-06-15,2:00PM,Rugby League,FOX League,English Rugby League Super League,Salford Red Devils,St Helens
2025-06-15,1:25PM,Rugby League,Fox Soccer Plus,English Rugby League Super League,Wakefield Trinity Wildcats,Leigh Leopards
2025-06-15,1:30PM,Rugby League,Sportsnet World,English Rugby League Super League,Wakefield Trinity Wildcats,Leigh Leopards
2025-06-18,10:00AM,Rugby League,BeIn Sports HD 1 France,Australian National Rugby League,Queensland Maroons,New South Wales Blues
2025-06-18,10:00AM,Rugby League,ESPN South Africa,Australian National Rugby League,Queensland Maroons,New South Wales Blues
2025-06-18,10:03AM,Rugby League,Fox Sports 2 US,Australian National Rugby League,Queensland Maroons,New South Wales Blues
2025-06-18,9:00AM,Rugby League,Sky Sport 1 NZ,Australian National Rugby League,Queensland Maroons,New South Wales Blues
2025-06-18,10:05AM,Rugby League,Sky Sports Action,Australian National Rugby League,Queensland Maroons,New South Wales Blues
2025-06-18,10:05AM,Rugby League,Sky Sports Main Event,Australian National Rugby League,Queensland Maroons,New South Wales Blues
2025-06-18,10:00AM,Rugby League,Sport1+,Australian National Rugby League,Queensland Maroons,New South Wales Blues
2025-06-19,7:00PM,Rugby League,Sky Sports Action,English Rugby League Super League,Castleford Tigers,Hull Kingston Rovers
2025-06-19,7:00PM,Rugby League,Sky Sports Main Event,English Rugby League Super League,Castleford Tigers,Hull Kingston Rovers
2025-06-19,7:00PM,Rugby League,Sportsnet World,English Rugby League Super League,Castleford Tigers,Hull Kingston Rovers
2025-06-20,10:00AM,Rugby League,BeIn Sports HD 2 France,Australian National Rugby League,Wests Tigers,Canberra Raiders
2025-06-20,10:00AM,Rugby League,FOX League,Australian National Rugby League,Wests Tigers,Canberra Raiders
2025-06-20,10:00AM,Rugby League,Kayo Sports,Australian National Rugby League,Wests Tigers,Canberra Raiders
2025-06-20,9:00AM,Rugby League,Sky Sport 1 NZ,Australian National Rugby League,Wests Tigers,Canberra Raiders
2025-06-20,7:00PM,Rugby League,Sky Sports+,English Rugby League Super League,St Helens,Leeds Rhinos
2025-06-20,7:00PM,Rugby League,Sportsnet World,English Rugby League Super League,St Helens,Leeds Rhinos
2025-06-20,7:00PM,Rugby League,Sky Sports+,English Rugby League Super League,Wakefield Trinity Wildcats,Wigan Warriors
2025-06-21,7:30AM,Rugby League,FOX League,Australian National Rugby League,Dolphins,Newcastle Knights
2025-06-21,7:30AM,Rugby League,Kayo Sports,Australian National Rugby League,Dolphins,Newcastle Knights
2025-06-21,7:25AM,Rugby League,Sky Sport 2 NZ,Australian National Rugby League,Dolphins,Newcastle Knights
2025-06-21,7:30AM,Rugby League,Sky Sports+,Australian National Rugby League,Dolphins,Newcastle Knights
2025-06-21,5:00AM,Rugby League,FOX League,Australian National Rugby League,New Zealand Warriors,Penrith Panthers
2025-06-21,5:00AM,Rugby League,Kayo Sports,Australian National Rugby League,New Zealand Warriors,Penrith Panthers
2025-06-21,4:00AM,Rugby League,Sky Sport 2 NZ,Australian National Rugby League,New Zealand Warriors,Penrith Panthers
2025-06-21,9:30AM,Rugby League,BeIn Sports HD 2 France,Australian National Rugby League,South Sydney Rabbitohs,Melbourne Storm
2025-06-21,9:35AM,Rugby League,FOX League,Australian National Rugby League,South Sydney Rabbitohs,Melbourne Storm
2025-06-21,9:35AM,Rugby League,Kayo Sports,Australian National Rugby League,South Sydney Rabbitohs,Melbourne Storm
2025-06-21,9:30AM,Rugby League,Sky Sport 2 NZ,Australian National Rugby League,South Sydney Rabbitohs,Melbourne Storm
2025-06-21,9:35AM,Rugby League,Sky Sports+,Australian National Rugby League,South Sydney Rabbitohs,Melbourne Storm
2025-06-21,4:30PM,Rugby League,Sky Sports+,English Rugby League Super League,Catalans Dragons,Leigh Leopards
2025-06-21,2:00PM,Rugby League,Sky Sports+,English Rugby League Super League,Warrington Wolves,Huddersfield Giants
2025-06-21,1:55PM,Rugby League,Sport1+,English Rugby League Super League,Warrington Wolves,Huddersfield Giants
2025-06-22,4:00AM,Rugby League,FOX League,Australian National Rugby League,Brisbane Broncos,Cronulla Sharks
2025-06-22,4:00AM,Rugby League,Kayo Sports,Australian National Rugby League,Brisbane Broncos,Cronulla Sharks
2025-06-22,3:00AM,Rugby League,Sky Sport 2 NZ,Australian National Rugby League,Brisbane Broncos,Cronulla Sharks
2025-06-22,8:15AM,Rugby League,Kayo Sports,Australian National Rugby League,Parramatta Eels,Gold Coast Titans
2025-06-22,8:10AM,Rugby League,Sky Sport 2 NZ,Australian National Rugby League,Parramatta Eels,Gold Coast Titans
2025-06-22,6:00AM,Rugby League,BeIn Sports HD 2 France,Australian National Rugby League,Sydney Roosters,North Queensland Cowboys
2025-06-22,6:05AM,Rugby League,Kayo Sports,Australian National Rugby League,Sydney Roosters,North Queensland Cowboys
2025-06-22,6:00AM,Rugby League,Sky Sport 2 NZ,Australian National Rugby League,Sydney Roosters,North Queensland Cowboys
2025-06-22,6:05AM,Rugby League,Sky Sports Main Event,Australian National Rugby League,Sydney Roosters,North Queensland Cowboys
2025-06-22,6:05AM,Rugby League,Sky Sports+,Australian National Rugby League,Sydney Roosters,North Queensland Cowboys
2025-06-22,2:00PM,Rugby League,Sky Sports+,English Rugby League Super League,Salford Red Devils,Hull F.C.
