date,time,sport,channel,comp,ht,at
2025-06-13,12:50PM,Football,SuperSport PSL,COSAFA Cup,Angola,Madagascar
2025-06-13,3:50PM,Football,SuperSport PSL,COSAFA Cup,South Africa,Comoros
2025-06-14,6:50PM,Football,Sport TV 2,UEFA European Under-21 Championship,France U21,Georgia U21
2025-06-14,7:00PM,Football,Star+ North America,UEFA European Under-21 Championship,France U21,Georgia U21
2025-06-14,7:00PM,Football,TV3 MAX Danmark,UEFA European Under-21 Championship,France U21,Georgia U21
2025-06-14,7:00PM,Football,UEFA TV,UEFA European Under-21 Championship,France U21,Georgia U21
2025-06-14,7:00PM,Football,VG+ NO,UEFA European Under-21 Championship,France U21,Georgia U21
2025-06-14,7:00PM,Football,VOYO,UEFA European Under-21 Championship,France U21,Georgia U21
2025-06-14,6:50PM,Football,W9,UEFA European Under-21 Championship,France U21,Georgia U21
2025-06-14,6:50PM,Football, Ziggo Sport 4,UEFA European Under-21 Championship,France U21,Georgia U21
2025-06-14,6:55PM,Football,Arena Sport 2 SI,UEFA European Under-21 Championship,France U21,Georgia U21
2025-06-14,6:50PM,Football,BeIN Sports French 1 Qatar,UEFA European Under-21 Championship,France U21,Georgia U21
2025-06-14,7:00PM,Football,BeIn Sports HD 1 France,UEFA European Under-21 Championship,France U21,Georgia U21
2025-06-14,6:30PM,Football,ProSieben Maxx,UEFA European Under-21 Championship,Portugal U21,Poland U21
2025-06-14,6:50PM,Football,Sport TV 1,UEFA European Under-21 Championship,Portugal U21,Poland U21
2025-06-14,7:00PM,Football,Star+ North America,UEFA European Under-21 Championship,Portugal U21,Poland U21
2025-06-14,6:55PM,Football,Teledeporte,UEFA European Under-21 Championship,Portugal U21,Poland U21
2025-06-14,6:50PM,Football,TVP Sport,UEFA European Under-21 Championship,Portugal U21,Poland U21
2025-06-14,7:00PM,Football,UEFA TV,UEFA European Under-21 Championship,Portugal U21,Poland U21
2025-06-14,6:50PM,Football,V Sport Premium,UEFA European Under-21 Championship,Portugal U21,Poland U21
2025-06-14,7:00PM,Football,VG+ NO,UEFA European Under-21 Championship,Portugal U21,Poland U21
2025-06-14,7:00PM,Football,VOYO,UEFA European Under-21 Championship,Portugal U21,Poland U21
2025-06-14,6:50PM,Football,Ziggo Sport 2,UEFA European Under-21 Championship,Portugal U21,Poland U21
2025-06-14,6:55PM,Football,Arena Sport 1 SI,UEFA European Under-21 Championship,Portugal U21,Poland U21
2025-06-14,7:00PM,Football,BeIn Sports HD 3 France,UEFA European Under-21 Championship,Portugal U21,Poland U21
2025-06-14,7:00PM,Football,ERT 3 GR,UEFA European Under-21 Championship,Slovakia U21,Italy U21
2025-06-14,6:50PM,Football,Sport 1 IL,UEFA European Under-21 Championship,Slovakia U21,Italy U21
2025-06-14,6:50PM,Football,Sport TV 3,UEFA European Under-21 Championship,Slovakia U21,Italy U21
2025-06-14,7:00PM,Football,Star+ North America,UEFA European Under-21 Championship,Slovakia U21,Italy U21
2025-06-14,7:00PM,Football,UEFA TV,UEFA European Under-21 Championship,Slovakia U21,Italy U21
2025-06-14,7:00PM,Football,VG+ NO,UEFA European Under-21 Championship,Slovakia U21,Italy U21
2025-06-14,7:00PM,Football,VOYO,UEFA European Under-21 Championship,Slovakia U21,Italy U21
2025-06-14,6:55PM,Football,Ziggo Sport 14,UEFA European Under-21 Championship,Slovakia U21,Italy U21
2025-06-14,7:00PM,Football,TOD KSA,UEFA European Under-21 Championship,Slovakia U21,Italy U21
2025-06-14,6:55PM,Football,Arena Sport 4 SI,UEFA European Under-21 Championship,Slovakia U21,Italy U21
2025-06-14,6:50PM,Football,BeIN Sports French 2 Qatar,UEFA European Under-21 Championship,Slovakia U21,Italy U21
2025-06-14,7:00PM,Football,BeIn Sports HD 2 France,UEFA European Under-21 Championship,Slovakia U21,Italy U21
2025-06-14,6:50PM,Football,CT Sport,UEFA European Under-21 Championship,Slovakia U21,Italy U21
2025-06-14,6:50PM,Football,Duna World,UEFA European Under-21 Championship,Slovakia U21,Italy U21
2025-06-14,6:50PM,Football,ESPN 2 Honduras,UEFA European Under-21 Championship,Slovakia U21,Italy U21
2025-06-14,5:35PM,Football,M4 Sport HU,UEFA European Under-21 Championship,Spain U21,Romania U21
2025-06-14,4:00PM,Football,Pro TV Romania,UEFA European Under-21 Championship,Spain U21,Romania U21
2025-06-14,3:50PM,Football,Sport 4 IL,UEFA European Under-21 Championship,Spain U21,Romania U21
2025-06-14,3:50PM,Football,Sport TV 1,UEFA European Under-21 Championship,Spain U21,Romania U21
2025-06-14,4:00PM,Football,Star+ North America,UEFA European Under-21 Championship,Spain U21,Romania U21
2025-06-14,3:50PM,Football,TV 3+,UEFA European Under-21 Championship,Spain U21,Romania U21
2025-06-14,3:50PM,Football,TVP Sport,UEFA European Under-21 Championship,Spain U21,Romania U21
2025-06-14,4:00PM,Football,UEFA TV,UEFA European Under-21 Championship,Spain U21,Romania U21
2025-06-14,3:50PM,Football,V Sport Premium,UEFA European Under-21 Championship,Spain U21,Romania U21
2025-06-14,4:00PM,Football,VG+ NO,UEFA European Under-21 Championship,Spain U21,Romania U21
2025-06-14,4:00PM,Football,VOYO,UEFA European Under-21 Championship,Spain U21,Romania U21
2025-06-14,3:55PM,Football,Ziggo Sport 14,UEFA European Under-21 Championship,Spain U21,Romania U21
2025-06-14,4:00PM,Football,TOD KSA,UEFA European Under-21 Championship,Spain U21,Romania U21
2025-06-14,3:50PM,Football,BeIN Sports French 2 Qatar,UEFA European Under-21 Championship,Spain U21,Romania U21
